Div,season,team_title,squad_strength,squad_continuity,squad_players_known
F1,2022,Lens,0.20031,0.8302,23
F1,2022,Lille,0.24497,0.7486,18
F1,2022,Lorient,0.24318,0.6065,19
F1,2022,Lyon,0.28169,0.7543,20
F1,2022,Marseille,0.27957,0.8328,24
F1,2022,Monaco,0.24337,0.9059,23
F1,2022,Montpellier,0.19503,0.7171,19
F1,2022,Nantes,0.19459,0.8956,22
F1,2022,Nice,0.27016,0.9114,24
F1,2022,Paris Saint Germain,0.34185,0.91,23
F1,2022,Reims,0.19883,0.6852,22
F1,2022,Rennes,0.33764,0.9495,27
F1,2022,Strasbourg,0.24167,0.974,24
F1,2022,Troyes,0.17197,0.7149,19
F1,2023,Brest,0.17615,0.9933,22
F1,2023,Clermont Foot,0.17233,0.7683,20
F1,2023,Le Havre,0.28274,0.1219,3
F1,2023,Lens,0.2531,0.8575,20
F1,2023,Lille,0.26384,0.864,18
F1,2023,Lorient,0.18002,0.7651,23
F1,2023,Lyon,0.2839,0.752,25
F1,2023,Marseille,0.22116,0.8059,21
F1,2023,Metz,0.02878,0.0483,1
F1,2023,Monaco,0.30399,0.8863,23
F1,2023,Montpellier,0.18641,0.7154,22
F1,2023,Nantes,0.1754,0.923,26
F1,2023,Nice,0.33941,0.9855,23
F1,2023,Paris Saint Germain,0.32808,0.8283,21
F1,2023,Reims,0.17574,0.608,14
F1,2023,Rennes,0.29341,0.9713,23
F1,2023,Strasbourg,0.15881,0.6003,14
F1,2023,Toulouse,0.20869,0.6749,17
F1,2024,Angers,0.27893,0.0689,2
F1,2024,Auxerre,0.18952,0.2034,4
F1,2024,Brest,0.23548,0.8935,24
F1,2024,Le Havre,0.16195,0.9042,25
F1,2024,Lens,0.26768,0.81,20
F1,2024,Lille,0.24398,0.876,21
F1,2024,Lyon,0.28168,0.8494,25
F1,2024,Marseille,0.27987,0.822,23
F1,2024,Monaco,0.23837,0.9144,24
F1,2024,Montpellier,0.20998,0.8752,24
F1,2024,Nantes,0.17681,0.9025,21
F1,2024,Nice,0.25342,0.8248,21
F1,2024,Paris Saint Germain,0.3579,0.9005,22
F1,2024,Reims,0.24137,0.8036,20
F1,2024,Rennes,0.20885,0.8145,22
F1,2024,Saint-Etienne,0.19212,0.0637,2
F1,2024,Strasbourg,0.19968,0.8208,18
F1,2024,Toulouse,0.18881,0.6471,15
F1,2025,Angers,0.16842,0.8795,23
F1,2025,Auxerre,0.19334,0.7941,20
F1,2025,Brest,0.25234,0.8646,22
F1,2025,Le Havre,0.17295,0.5842,14
F1,2025,Lens,0.31871,0.5775,17
F1,2025,Lille,0.22146,0.6484,17
F1,2025,Lorient,0.25659,0.0965,3
F1,2025,Lyon,0.1979,0.6834,18
F1,2025,Marseille,0.26973,0.8018,27
F1,2025,Metz,0.24519,0.146,4
F1,2025,Monaco,0.32386,0.9666,26
F1,2025,Nantes,0.2316,0.7401,22
F1,2025,Nice,0.31655,0.7397,22
F1,2025,Paris FC,0.21564,0.4011,11
F1,2025,Paris Saint Germain,0.41315,0.9617,21
F1,2025,Rennes,0.30306,0.9233,25
F1,2025,Strasbourg,0.25741,0.6595,20
F1,2025,Toulouse,0.19163,0.7152,14
I1,2015,AC Milan,0.29322,0.8901,26
I1,2015,Atalanta,0.18199,0.8128,25
I1,2015,Bologna,0.25154,0.6532,15
I1,2015,Carpi,0.19329,0.2728,14
I1,2015,Chievo,0.14224,0.8247,20
I1,2015,Empoli,0.27625,0.7943,15
I1,2015,Fiorentina,0.1975,0.8713,19
I1,2015,Frosinone,0.11515,0.2243,8
I1,2015,Genoa,0.19198,0.854,24
I1,2015,Inter,0.23185,0.9104,23
I1,2015,Juventus,0.2497,0.9599,26
I1,2015,Lazio,0.29,0.8712,23
I1,2015,Napoli,0.28125,0.9976,21
I1,2015,Palermo,0.2186,0.7221,19
I1,2015,Roma,0.24155,0.9771,27
I1,2015,Sampdoria,0.22411,0.821,27
I1,2015,Sassuolo,0.1594,0.9226,20
I1,2015,Torino,0.23289,0.9999,26
I1,2015,Udinese,0.17005,0.9368,25
I1,2015,Verona,0.2313,0.7378,18
I1,2016,AC Milan,0.24933,0.8801,23
I1,2016,Atalanta,0.16801,0.7261,24
I1,2016,Bologna,0.14639,0.8273,23
I1,2016,Cagliari,0.32799,0.3606,9
I1,2016,Chievo,0.15979,0.9333,22
I1,2016,Crotone,0.18357,0.2801,6
I1,2016,Empoli,0.16769,0.7918,20
I1,2016,Fiorentina,0.19909,0.8596,21
I1,2016,Genoa,0.20579,0.8184,24
I1,2016,Inter,0.24673,0.9391,24
I1,2016,Juventus,0.30427,0.9856,23
I1,2016,Lazio,0.23496,0.8794,19
I1,2016,Napoli,0.24348,0.9749,23
I1,2016,Palermo,0.14808,0.7123,20
I1,2016,Pescara,0.12901,0.3521,12
I1,2016,Roma,0.26122,0.9965,21
I1,2016,Sampdoria,0.23574,0.668,15
I1,2016,Sassuolo,0.18646,0.7646,19
I1,2016,Torino,0.25058,0.8591,23
I1,2016,Udinese,0.23047,0.8393,21
I1,2017,AC Milan,0.20729,0.9759,21
I1,2017,Atalanta,0.26252,0.8051,15
I1,2017,Benevento,0.22336,0.409,14
I1,2017,Bologna,0.1674,0.9537,24
I1,2017,Cagliari,0.20871,0.8468,22
I1,2017,Chievo,0.16522,0.9349,20
I1,2017,Crotone,0.15562,0.9563,21
I1,2017,Fiorentina,0.2116,0.8865,22
I1,2017,Genoa,0.20522,0.8839,24
I1,2017,Inter,0.2838,0.9989,21
I1,2017,Juventus,0.29928,0.9848,22
I1,2017,Lazio,0.20934,0.9006,20
I1,2017,Napoli,0.31646,0.9976,22
I1,2017,Roma,0.31703,0.8613,19
I1,2017,SPAL 2013,0.19258,0.4731,13
I1,2017,Sampdoria,0.16198,0.9466,22
I1,2017,Sassuolo,0.16386,0.9617,24
I1,2017,Torino,0.2109,0.9701,22
I1,2017,Udinese,0.16109,0.7355,20
I1,2017,Verona,0.19046,0.2795,8
I1,2018,AC Milan,0.20285,0.9377,21
I1,2018,Atalanta,0.24101,0.9207,19
I1,2018,Bologna,0.17942,0.8149,22
I1,2018,Cagliari,0.15649,0.8582,22
I1,2018,Chievo,0.13901,0.8388,22
I1,2018,Empoli,0.1321,0.2826,8
I1,2018,Fiorentina,0.19247,0.9669,20
I1,2018,Frosinone,0.10273,0.5742,15
I1,2018,Genoa,0.21374,0.6118,21
I1,2018,Inter,0.24478,0.9647,22
I1,2018,Juventus,0.28355,0.9907,25
I1,2018,Lazio,0.24399,0.9838,23
I1,2018,Napoli,0.29607,0.9673,23
I1,2018,Parma Calcio 1913,0.22914,0.3491,10
I1,2018,Roma,0.28776,0.8179,19
I1,2018,SPAL 2013,0.16742,0.9867,23
I1,2018,Sampdoria,0.23364,0.8424,19
I1,2018,Sassuolo,0.17439,0.8742,23
I1,2018,Torino,0.18978,0.9329,20
I1,2018,Udinese,0.1909,0.7065,20
I1,2019,AC Milan,0.25189,0.9156,25
I1,2019,Atalanta,0.28563,0.9265,22
I1,2019,Bologna,0.24876,0.7476,19
I1,2019,Brescia,0.50329,0.1195,5
I1,2019,Cagliari,0.21387,0.835,22
I1,2019,Fiorentina,0.20413,0.8652,22
I1,2019,Genoa,0.18133,0.871,26
I1,2019,Inter,0.25701,0.9861,25
I1,2019,Juventus,0.27108,0.9237,23
I1,2019,Lazio,0.27874,0.9821,21
I1,2019,Lecce,0.29085,0.3179,11
I1,2019,Napoli,0.28959,0.9436,23
I1,2019,Parma Calcio 1913,0.1725,0.858,21
I1,2019,Roma,0.27905,0.9511,25
I1,2019,SPAL 2013,0.17313,0.8739,26
I1,2019,Sampdoria,0.17725,0.8588,22
I1,2019,Sassuolo,0.20591,0.845,22
I1,2019,Torino,0.19719,0.9918,22
I1,2019,Udinese,0.16592,0.8671,20
I1,2019,Verona,0.19179,0.3638,10
I1,2020,AC Milan,0.25897,0.9627,26
I1,2020,Atalanta,0.31112,0.9305,22
I1,2020,Benevento,0.23352,0.4203,9
I1,2020,Bologna,0.28086,0.9305,26
I1,2020,Cagliari,0.18664,0.8349,26
I1,2020,Crotone,0.14935,0.3177,10
I1,2020,Fiorentina,0.22494,0.9605,27
I1,2020,Genoa,0.16747,0.7973,21
I1,2020,Inter,0.29821,1.0,25
I1,2020,Juventus,0.28744,0.9974,25
I1,2020,Lazio,0.25264,0.9263,26
I1,2020,Napoli,0.26576,0.9998,24
I1,2020,Parma Calcio 1913,0.20808,0.7928,25
I1,2020,Roma,0.29104,0.9003,25
I1,2020,Sampdoria,0.1846,0.9534,25
I1,2020,Sassuolo,0.21008,0.9987,24
I1,2020,Spezia,0.27546,0.2023,11
I1,2020,Torino,0.1799,0.9098,24
I1,2020,Udinese,0.19396,0.8634,22
I1,2020,Verona,0.27806,0.9136,24
I1,2021,AC Milan,0.25685,0.9999,27
I1,2021,Atalanta,0.30705,0.9218,25
I1,2021,Bologna,0.20828,0.8179,23
I1,2021,Cagliari,0.20979,0.8796,26
I1,2021,Empoli,0.14481,0.3644,9
I1,2021,Fiorentina,0.22421,0.9396,23
I1,2021,Genoa,0.16448,0.6449,25
I1,2021,Inter,0.31342,0.9459,24
I1,2021,Juventus,0.31173,0.9884,29
I1,2021,Lazio,0.21989,0.9903,23
I1,2021,Napoli,0.29263,0.9876,24
I1,2021,Roma,0.27308,0.8622,23
I1,2021,Salernitana,0.20709,0.3832,14
I1,2021,Sampdoria,0.16691,0.9414,26
I1,2021,Sassuolo,0.24754,0.8827,22
I1,2021,Spezia,0.21419,0.6687,17
I1,2021,Torino,0.19945,0.9053,24
I1,2021,Udinese,0.13439,0.9173,24
I1,2021,Venezia,0.14638,0.159,4
I1,2021,Verona,0.21713,0.8982,25
I1,2022,AC Milan,0.27705,0.9351,26
I1,2022,Atalanta,0.27552,0.9252,24
I1,2022,Bologna,0.18048,0.7888,22
I1,2022,Cremonese,0.17652,0.2949,12
I1,2022,Empoli,0.19722,0.899,24
I1,2022,Fiorentina,0.23419,0.8633,25
I1,2022,Inter,0.36451,0.9414,22
I1,2022,Juventus,0.29326,0.9084,24
I1,2022,Lazio,0.27532,0.9846,22
I1,2022,Lecce,0.16526,0.3213,11
I1,2022,Monza,0.28622,0.407,10
I1,2022,Napoli,0.22973,0.8397,22
I1,2022,Roma,0.25074,0.9463,23
I1,2022,Salernitana,0.20844,0.8569,24
I1,2022,Sampdoria,0.22677,0.8586,27
I1,2022,Sassuolo,0.21344,0.9264,25
I1,2022,Spezia,0.17335,0.8978,24
I1,2022,Torino,0.19854,0.8687,20
I1,2022,Udinese,0.23475,0.838,21
I1,2022,Verona,0.23103,0.7791,25
I1,2023,AC Milan,0.26439,0.8882,25
I1,2023,Atalanta,0.22625,0.9978,27
I1,2023,Bologna,0.19787,0.7067,15
I1,2023,Cagliari,0.24273,0.2125,7
I1,2023,Empoli,0.20639,0.8873,28
I1,2023,Fiorentina,0.22937,0.8409,23
I1,2023,Frosinone,0.22582,0.5598,16
I1,2023,Genoa,0.14909,0.3108,10
I1,2023,Inter,0.30963,0.9674,22
I1,2023,Juventus,0.23645,0.967,25
I1,2023,Lazio,0.21537,0.9526,20
I1,2023,Lecce,0.12544,0.6654,15
I1,2023,Monza,0.20759,0.9541,25
I1,2023,Napoli,0.28446,0.9753,27
I1,2023,Roma,0.25647,0.9922,27
I1,2023,Salernitana,0.14368,0.759,24
I1,2023,Sassuolo,0.21347,0.8617,23
I1,2023,Torino,0.20029,0.9844,26
I1,2023,Udinese,0.17948,0.6232,20
I1,2023,Verona,0.14845,0.7333,24
I1,2024,AC Milan,0.28771,0.933,31
I1,2024,Atalanta,0.23651,0.9925,28
I1,2024,Bologna,0.23175,0.9645,28
I1,2024,Cagliari,0.27474,0.9507,23
I1,2024,Como,0.23278,0.5649,18
I1,2024,Empoli,0.15681,0.7331,23
I1,2024,Fiorentina,0.22682,0.8807,29
I1,2024,Genoa,0.17774,0.8857,24
I1,2024,Inter,0.31749,0.9733,23
I1,2024,Juventus,0.27348,0.8567,20
I1,2024,Lazio,0.1936,0.9749,25
I1,2024,Lecce,0.17915,0.7298,20
I1,2024,Monza,0.18423,0.8867,27
I1,2024,Napoli,0.24463,0.9684,26
I1,2024,Parma Calcio 1913,0.32606,0.183,5
I1,2024,Roma,0.2421,0.9664,22
I1,2024,Torino,0.17472,0.9028,23
I1,2024,Udinese,0.21617,0.7534,21
I1,2024,Venezia,0.21183,0.3434,9
I1,2024,Verona,0.14152,0.7555,21
I1,2025,AC Milan,0.29684,0.96,23
I1,2025,Atalanta,0.30376,0.9583,25
I1,2025,Bologna,0.2751,0.8346,23
I1,2025,Cagliari,0.19556,0.8145,19
I1,2025,Como,0.2252,0.9226,20
I1,2025,Cremonese,0.17278,0.6668,18
I1,2025,Fiorentina,0.23109,0.9372,24
I1,2025,Genoa,0.18958,0.9352,25
I1,2025,Inter,0.28176,0.911,23
I1,2025,Juventus,0.24885,0.9663,23
I1,2025,Lazio,0.23708,0.8818,24
I1,2025,Lecce,0.1797,0.8325,20
I1,2025,Napoli,0.20169,0.9199,23
I1,2025,Parma Calcio 1913,0.20025,0.7656,21
I1,2025,Pisa,0.23984,0.1845,7
I1,2025,Roma,0.23366,0.92,25
I1,2025,Sassuolo,0.17291,0.6063,16
I1,2025,Torino,0.21533,0.9126,26
I1,2025,Udinese,0.18081,0.8281,21
I1,2025,Verona,0.18867,0.8343,26
SP1,2015,Athletic Club,0.18168,0.9154,22
SP1,2015,Atletico Madrid,0.22972,0.9285,20
SP1,2015,Barcelona,0.41486,0.9837,22
SP1,2015,Celta Vigo,0.23111,0.9493,20
SP1,2015,Deportivo La Coruna,0.17776,0.9596,20
SP1,2015,Eibar,0.12761,0.5414,17
SP1,2015,Espanyol,0.14045,0.68,17
SP1,2015,Getafe,0.15867,0.9081,19
SP1,2015,Granada,0.2031,0.7614,22
SP1,2015,Las Palmas,0.2159,0.0605,2
SP1,2015,Levante,0.10885,0.8103,21
SP1,2015,Malaga,0.19822,0.8929,22
SP1,2015,Rayo Vallecano,0.18868,0.8283,22
SP1,2015,Real Betis,0.228,0.2021,7
SP1,2015,Real Madrid,0.3805,0.8975,20
SP1,2015,Real Sociedad,0.14268,0.8485,21
SP1,2015,Sevilla,0.2423,0.9002,26
SP1,2015,Sporting Gijon,0.21078,0.0793,2
SP1,2015,Valencia,0.24195,0.8395,22
SP1,2015,Villarreal,0.17705,0.9001,22
SP1,2016,Alaves,0.19815,0.4804,11
SP1,2016,Athletic Club,0.28056,0.853,20
SP1,2016,Atletico Madrid,0.27352,0.9524,20
SP1,2016,Barcelona,0.43966,0.9919,22
SP1,2016,Celta Vigo,0.17726,0.9327,22
SP1,2016,Deportivo La Coruna,0.10213,0.7635,18
SP1,2016,Eibar,0.16985,0.8271,18
SP1,2016,Espanyol,0.2125,0.8634,22
SP1,2016,Granada,0.18377,0.7862,22
SP1,2016,Las Palmas,0.1686,0.8862,22
SP1,2016,Leganes,0.21536,0.2753,10
SP1,2016,Malaga,0.19753,0.9081,23
SP1,2016,Osasuna,0.2102,0.1264,5
SP1,2016,Real Betis,0.18773,0.6899,17
SP1,2016,Real Madrid,0.36637,0.997,22
SP1,2016,Real Sociedad,0.19999,0.8855,21
SP1,2016,Sevilla,0.28301,0.8894,23
SP1,2016,Sporting Gijon,0.19135,0.9023,23
SP1,2016,Valencia,0.18806,0.8277,25
SP1,2016,Villarreal,0.16617,0.9725,22
SP1,2017,Alaves,0.18626,0.7527,21
SP1,2017,Athletic Club,0.19729,0.8794,22
SP1,2017,Atletico Madrid,0.24331,0.9941,22
SP1,2017,Barcelona,0.37323,0.8989,21
SP1,2017,Celta Vigo,0.15717,0.8119,18
SP1,2017,Deportivo La Coruna,0.18247,0.8833,25
SP1,2017,Eibar,0.18408,0.762,21
SP1,2017,Espanyol,0.17498,0.7911,19
SP1,2017,Getafe,0.19006,0.2398,8
SP1,2017,Girona,0.10503,0.2516,8
SP1,2017,Las Palmas,0.19109,0.7433,27
SP1,2017,Leganes,0.15835,0.9444,23
SP1,2017,Levante,0.14337,0.1999,8
SP1,2017,Malaga,0.20615,0.8116,23
SP1,2017,Real Betis,0.164,0.7638,19
SP1,2017,Real Madrid,0.34316,0.9774,22
SP1,2017,Real Sociedad,0.18454,0.9245,22
SP1,2017,Sevilla,0.2565,0.8595,24
SP1,2017,Valencia,0.21609,0.966,22
SP1,2017,Villarreal,0.19428,0.8995,22
SP1,2018,Alaves,0.13832,0.9955,24
SP1,2018,Athletic Club,0.22463,0.9603,22
SP1,2018,Atletico Madrid,0.23155,0.9319,21
SP1,2018,Barcelona,0.37494,0.9281,22
SP1,2018,Celta Vigo,0.24623,0.7541,19
SP1,2018,Eibar,0.2065,0.8795,18
SP1,2018,Espanyol,0.14196,0.8371,17
SP1,2018,Getafe,0.16778,0.9065,22
SP1,2018,Girona,0.19655,0.8855,21
SP1,2018,Leganes,0.17653,0.7805,21
SP1,2018,Levante,0.21239,0.9123,21
SP1,2018,Rayo Vallecano,0.1349,0.2675,9
SP1,2018,Real Betis,0.21662,0.887,20
SP1,2018,Real Madrid,0.32575,0.9449,23
SP1,2018,Real Sociedad,0.20622,0.9237,21
SP1,2018,Real Valladolid,0.49161,0.1576,8
SP1,2018,SD Huesca,0.18422,0.2437,9
SP1,2018,Sevilla,0.29859,0.8475,21
SP1,2018,Valencia,0.25556,0.9514,23
SP1,2018,Villarreal,0.23117,0.7941,20
SP1,2019,Alaves,0.14245,0.7906,19
SP1,2019,Athletic Club,0.17968,0.9587,22
SP1,2019,Atletico Madrid,0.19746,0.7774,19
SP1,2019,Barcelona,0.32469,0.9146,25
SP1,2019,Celta Vigo,0.21294,0.8747,21
SP1,2019,Eibar,0.22349,0.8208,19
SP1,2019,Espanyol,0.17167,0.8873,24
SP1,2019,Getafe,0.19114,0.9796,27
SP1,2019,Granada,0.16664,0.2062,5
SP1,2019,Leganes,0.14745,0.866,23
SP1,2019,Levante,0.23534,0.877,20
SP1,2019,Mallorca,0.49202,0.0556,7
SP1,2019,Osasuna,0.20393,0.2343,9
SP1,2019,Real Betis,0.25492,0.9389,22
SP1,2019,Real Madrid,0.26889,0.9458,24
SP1,2019,Real Sociedad,0.19899,0.8346,22
SP1,2019,Real Valladolid,0.19684,0.8583,22
SP1,2019,Sevilla,0.21402,0.7848,20
SP1,2019,Valencia,0.26517,0.9476,22
SP1,2019,Villarreal,0.2269,0.8848,19
SP1,2020,Alaves,0.15153,0.9168,25
SP1,2020,Athletic Club,0.16626,0.9565,22
SP1,2020,Atletico Madrid,0.22306,0.9992,24
SP1,2020,Barcelona,0.31792,0.805,20
SP1,2020,Cadiz,0.27319,0.0264,3
SP1,2020,Celta Vigo,0.21689,0.8457,17
SP1,2020,Eibar,0.14739,0.9785,24
SP1,2020,Elche,0.23468,0.1468,6
SP1,2020,Getafe,0.16719,0.9507,21
SP1,2020,Granada,0.17381,0.8757,22
SP1,2020,Levante,0.19241,0.8363,22
SP1,2020,Osasuna,0.18237,0.9386,26
SP1,2020,Real Betis,0.19456,0.9186,22
SP1,2020,Real Madrid,0.26733,0.9765,25
SP1,2020,Real Sociedad,0.21802,0.936,23
SP1,2020,Real Valladolid,0.15634,0.8227,23
SP1,2020,SD Huesca,0.1843,0.195,5
SP1,2020,Sevilla,0.25078,0.9395,24
SP1,2020,Valencia,0.17077,0.8777,24
SP1,2020,Villarreal,0.22222,0.9764,26
SP1,2021,Alaves,0.14737,0.7805,19
SP1,2021,Athletic Club,0.16861,0.9201,21
SP1,2021,Atletico Madrid,0.24896,0.9982,23
SP1,2021,Barcelona,0.2765,0.8438,27
SP1,2021,Cadiz,0.15117,0.8377,22
SP1,2021,Celta Vigo,0.22256,0.8295,20
SP1,2021,Elche,0.15337,0.8628,25
SP1,2021,Espanyol,0.12428,0.1761,4
SP1,2021,Getafe,0.16385,0.919,27
SP1,2021,Granada,0.18754,0.777,23
SP1,2021,Levante,0.17271,0.8927,24
SP1,2021,Mallorca,0.25793,0.3798,11
SP1,2021,Osasuna,0.1531,0.9891,24
SP1,2021,Rayo Vallecano,0.22762,0.0917,4
SP1,2021,Real Betis,0.1946,0.952,25
SP1,2021,Real Madrid,0.27527,0.9938,26
SP1,2021,Real Sociedad,0.24419,0.9337,24
SP1,2021,Sevilla,0.22051,0.9332,24
SP1,2021,Valencia,0.16692,0.9089,27
SP1,2021,Villarreal,0.19072,0.9565,25
SP1,2022,Almeria,0.24326,0.1901,6
SP1,2022,Athletic Club,0.2573,0.9381,23
SP1,2022,Atletico Madrid,0.27114,0.9813,25
SP1,2022,Barcelona,0.31819,0.9941,23
SP1,2022,Cadiz,0.19889,0.856,26
SP1,2022,Celta Vigo,0.2034,0.7906,17
SP1,2022,Elche,0.1633,0.9277,25
SP1,2022,Espanyol,0.19076,0.8181,22
SP1,2022,Getafe,0.14558,0.9069,19
SP1,2022,Girona,0.19427,0.2771,7
SP1,2022,Mallorca,0.155,0.9173,27
SP1,2022,Osasuna,0.18085,0.8935,21
SP1,2022,Rayo Vallecano,0.16583,0.9024,23
SP1,2022,Real Betis,0.21362,0.9279,25
SP1,2022,Real Madrid,0.29137,0.9978,24
SP1,2022,Real Sociedad,0.20074,0.965,24
SP1,2022,Real Valladolid,0.2662,0.2946,10
SP1,2022,Sevilla,0.20791,0.9749,30
SP1,2022,Valencia,0.17333,0.7848,21
SP1,2022,Villarreal,0.28836,0.9275,24
SP1,2023,Alaves,0.24519,0.2869,6
SP1,2023,Almeria,0.23597,0.8762,27
SP1,2023,Athletic Club,0.20932,0.9207,21
SP1,2023,Atletico Madrid,0.28298,0.9954,24
SP1,2023,Barcelona,0.31858,0.9049,23
SP1,2023,Cadiz,0.20582,0.9492,28
SP1,2023,Celta Vigo,0.19197,0.8161,21
SP1,2023,Getafe,0.14511,0.888,23
SP1,2023,Girona,0.23105,0.8277,18
SP1,2023,Granada,0.27623,0.2419,9
SP1,2023,Las Palmas,0.32149,0.121,3
SP1,2023,Mallorca,0.18126,0.9898,23
SP1,2023,Osasuna,0.17216,0.8678,21
SP1,2023,Rayo Vallecano,0.15865,0.9278,22
SP1,2023,Real Betis,0.21537,0.8702,27
SP1,2023,Real Madrid,0.27386,0.9895,23
SP1,2023,Real Sociedad,0.22838,0.9436,25
SP1,2023,Sevilla,0.21334,0.9375,30
SP1,2023,Valencia,0.21925,0.8405,18
SP1,2023,Villarreal,0.28912,0.8916,26
SP1,2024,Alaves,0.22374,0.8106,19
SP1,2024,Athletic Club,0.25092,0.9145,23
SP1,2024,Atletico Madrid,0.29438,0.9997,23
SP1,2024,Barcelona,0.32895,0.9532,23
SP1,2024,Celta Vigo,0.23197,0.7908,24
SP1,2024,Espanyol,0.21969,0.3043,7
SP1,2024,Getafe,0.16489,0.8337,21
SP1,2024,Girona,0.28623,0.7887,19
SP1,2024,Las Palmas,0.21942,0.7342,22
SP1,2024,Leganes,0.17337,0.5925,12
SP1,2024,Mallorca,0.20934,0.9658,22
SP1,2024,Osasuna,0.1984,0.8976,21
SP1,2024,Rayo Vallecano,0.18327,0.9611,22
SP1,2024,Real Betis,0.24875,0.8626,26
SP1,2024,Real Madrid,0.40725,0.9381,22
SP1,2024,Real Sociedad,0.21537,0.8909,25
SP1,2024,Real Valladolid,0.20169,0.3281,13
SP1,2024,Sevilla,0.24718,0.8886,24
SP1,2024,Valencia,0.17214,0.9715,25
SP1,2024,Villarreal,0.23595,0.7754,21
SP1,2025,Alaves,0.18367,0.6874,15
SP1,2025,Athletic Club,0.24261,0.9014,23
SP1,2025,Atletico Madrid,0.32836,0.8354,22
SP1,2025,Barcelona,0.42463,0.9478,21
SP1,2025,Celta Vigo,0.23026,0.8216,22
SP1,2025,Elche,0.2429,0.3795,9
SP1,2025,Espanyol,0.19082,0.838,16
SP1,2025,Getafe,0.13197,0.8225,20
SP1,2025,Girona,0.17666,0.8113,25
SP1,2025,Levante,0.16156,0.3498,8
SP1,2025,Mallorca,0.17501,0.8898,24
SP1,2025,Osasuna,0.2009,0.9869,22
SP1,2025,Rayo Vallecano,0.22454,0.9582,25
SP1,2025,Real Betis,0.28137,0.8267,22
SP1,2025,Real Madrid,0.34865,0.8848,24
SP1,2025,Real Oviedo,0.14562,0.1439,3
SP1,2025,Real Sociedad,0.21697,0.9327,27
SP1,2025,Sevilla,0.2263,0.7999,26
SP1,2025,Valencia,0.23104,0.9173,23
SP1,2025,Villarreal,0.29412,0.9606,27
